equipo,semana,t_prom,pct_fuera,pct_cumplimiento,interaccion,des_carga,correcciones,riesgo_final
1,30,4.61106,0.035456,0.783307,56.632314,0.513522,12,0.345587
1,31,9.165632,0.003143,0.684109,30.122195,0.213564,3,0.235903
1,32,4.656891,0.0,0.63859,58.794542,0.424159,16,0.475368
1,33,6.359867,0.042096,0.503367,57.735537,0.140996,7,0.271396
1,34,4.874719,0.443999,0.780615,47.877904,0.1028,2,0.242734
1,35,5.107464,0.581247,0.777373,74.267834,0.194787,4,0.313143
1,36,3.311368,0.651741,0.66211,70.932595,0.125563,12,0.481113
1,37,4.832328,0.227604,0.682288,61.859449,0.202386,4,0.221579
1,38,5.713,0.544325,0.780972,48.802671,0.329438,14,0.503983
1,39,4.15211,0.45188,0.813524,87.054231,0.311843,4,0.26483
1,40,9.667525,0.572592,0.739851,42.685984,0.53106,4,0.405187
1,41,6.972215,0.15842,0.760974,47.766736,0.338313,14,0.409967
1,42,6.973852,0.0,0.755693,32.049245,0.071387,5,0.188927
1,43,7.701349,0.0,0.765304,40.351158,0.224221,12,0.339618
1,44,8.82884,0.205365,0.677304,46.369848,0.322006,9,0.350407
1,45,5.493389,0.280199,1.0,94.940605,0.134084,7,0.217893
1,46,3.671204,0.297283,0.907643,34.688446,0.168229,0,0.152696
1,47,2.409397,0.132056,0.655391,49.366268,0.0,3,0.22133
1,48,1.807506,0.021126,0.984075,118.714331,0.07949,7,0.149935
1,49,9.875557,0.04262,0.731887,69.518697,0.354981,7,0.303202
1,50,1.573517,0.189006,0.72933,56.913773,0.185177,10,0.314917
1,51,5.667101,0.304351,0.768032,51.547681,0.156668,10,0.350012
1,52,10.0,0.543203,0.808327,33.902942,0.089635,13,0.498923
2,1,4.226191556898454,0.0695214357150778,0.9178620555253562,73.63086887792906,0.1654490124263246,15,0.307335616812851
2,2,6.99330120955747,0.3547786726246362,0.5648330757940385,69.28703980933908,0.1914634373768949,14,0.435445653921358
2,3,7.419203085006955,0.4564710291701384,0.7367663185416977,83.96770259681927,0.2468977981821953,8,0.3693219916888836
2,4,4.954028516791931,0.1210315214012377,0.9374581574041116,63.275915622747824,0.2816377859881918,3,0.1609818991468222
2,5,9.168098265334836,0.1495753374893249,0.6462297538213778,82.88857969801342,0.1143990827458112,15,0.396132156201909
2,6,8.92421055113732,0.3746124288802759,0.5773802115026284,37.38459818811894,0.2282672852414551,11,0.4455640824869
2,7,2.6791305299743224,0.5355353990939866,0.7236053451493905,86.52081086148438,0.4480456499617466,6,0.4209814874171702
2,8,6.829211084872261,0.0003122261971894,0.6115413138005015,51.33468807106203,0.0823279265714708,10,0.2562419816749243
2,9,4.7566990283390105,0.1332646862824381,0.4719192204002097,53.63306199825396,0.4714548519562596,5,0.3456469281757122
2,10,4.634525539522367,0.0389353482653889,0.5523492483606068,47.28132439870208,0.3481521364198942,2,0.1926668153336447
2,11,3.707904788350927,0.1709042966264805,0.4221321684127197,72.66950337859278,0.2513395116144307,5,0.3196162839985913
2,12,6.709162102312274,0.40842327093286,0.7185607499902819,61.34482152011641,0.276446544535664,6,0.3437696636031791
2,13,6.905362,0.0,0.804339,72.391057,0.12649,6,0.216044
2,14,6.024828,0.18167,0.640248,61.318622,0.277005,15,0.369945
2,15,5.42916,0.266332,0.703833,59.438666,0.049469,10,0.381295
2,16,2.758773,0.390487,0.604429,64.307014,0.133346,7,0.361629
2,17,7.116421,0.547368,0.844126,72.15071,0.466654,10,0.479183
2,18,5.306202,0.246468,0.545712,80.779482,0.118401,12,0.393287
2,19,8.328259,0.370082,0.946509,76.722775,0.071478,8,0.295811
2,20,4.849731,0.507432,0.758195,54.312854,0.138015,8,0.340251
2,21,4.53501,0.290808,0.840609,74.810278,0.0,10,0.307268
2,22,6.768955,0.526395,0.328318,56.002989,0.329244,1,0.427391
2,23,6.675207,0.387372,0.565844,78.023587,0.386157,9,0.440563
2,24,6.473409,0.078495,0.633238,62.877528,0.304514,13,0.357808
2,25,5.659427,0.502054,0.538364,52.37988,0.282933,12,0.494501
2,26,8.652972,0.389216,0.790711,73.953745,0.536217,7,0.35244
2,27,9.219768,0.151769,0.673891,85.794803,0.067877,3,0.206506
2,28,4.281776,0.313862,0.740154,69.598704,0.090459,0,0.189685
2,29,4.945477,0.317429,0.768448,67.435109,0.349411,9,0.370195
2,30,4.46597,0.202003,0.68804,78.129621,0.2119,11,0.341155
2,31,5.674801,0.384289,0.339488,44.94668,0.082187,0,0.276147
2,32,7.459798,0.182986,0.688202,82.341189,0.417048,8,0.385843
2,33,6.106483,0.083182,0.56211,42.061565,0.152982,7,0.306623
2,34,9.459659,0.0,0.719245,48.958231,0.315395,8,0.257207
2,35,7.828055,0.125161,0.57174,48.500402,0.18085,10,0.357383
2,36,6.59348,0.299824,0.866927,59.895239,0.082821,13,0.37049
2,37,8.211615,0.303699,0.635847,70.735133,0.491332,18,0.563394
2,38,6.246618,0.428856,0.522117,70.488956,0.255741,10,0.42842
2,39,2.644081,0.0,0.478868,58.078734,0.223883,17,0.42976
2,40,3.935978,0.297256,0.591926,60.81098,0.280909,11,0.386273
2,41,8.107145,0.02817,0.657729,105.985495,0.285409,15,0.412105
2,42,7.112554,0.22419,0.629596,53.050242,0.310104,4,0.314423
2,43,8.151278,0.300656,0.611158,72.383929,0.222038,13,0.411548
2,44,5.225831,0.0,0.418754,86.646109,0.365506,5,0.238181
2,45,1.0,0.136271,1.0,72.084839,0.192137,10,0.182189
2,46,5.304653,0.252416,0.643015,77.663738,0.299896,11,0.371759
2,47,7.765297,0.528694,0.502303,51.354052,0.418013,7,0.50553
2,48,5.005679,0.497283,0.677648,69.315852,0.445296,7,0.382227
2,49,4.993267,0.316156,0.407501,75.260284,0.194616,14,0.418604
2,50,4.297363,0.0,0.52521,69.150284,0.237464,7,0.257952
2,51,6.335557,0.052268,0.769228,75.655205,0.30471,11,0.328505
2,52,10.0,0.218715,0.607842,53.45707,0.135805,3,0.270905
3,1,7.049219926652907,0.4569717691972305,0.5425825263954398,80.97514440283017,0.1838915663596266,3,0.3501647477863593
3,2,8.347886858974455,0.4790070749907306,0.4904305263792577,65.57391437185031,0.3479064033954409,2,0.395631526520943
3,3,6.318036488694176,0.4065386171053694,0.4099526973567137,65.84651408094967,0.1132478875989689,15,0.5210101759872833
3,4,8.539390953165952,0.4054140702235684,0.8411296715444633,44.63501345163996,0.2707239869137829,9,0.3063633267735377
3,5,3.3214746494364005,0.3959904276205074,0.8903333201207295,68.86405681196237,0.2648252891780032,1,0.2523214229611712
3,6,2.6983639750724144,0.1673228115553091,0.8202146979836629,89.26627995668142,0.4281621459390462,5,0.2588568226481035
3,7,8.018879912718614,0.3852189876925726,0.4504839789970293,41.31400998662296,0.4492770942635396,3,0.3650650110525663
3,8,9.461200982120006,0.5841983020531903,0.5703525848424794,51.375470224107545,0.2428068767931133,2,0.4104819264022967
3,9,6.867651335523405,0.1345615856763358,0.8273075328085215,46.607436124776,0.1626998490796338,3,0.1896730058464495
3,10,7.488459318269164,0.1848364751114335,0.7255241383329396,65.6169853787132,0.3181663090929477,5,0.2489207071920724
3,11,3.195906790411752,0.5838063328514673,0.6358586348000562,92.44325886239793,0.3155693129986314,1,0.3978216566909899
3,12,7.020316536967897,0.5185005390431419,0.5381111609449332,64.94353659193266,0.2860020996045915,15,0.5272773430684361
3,13,6.367997,0.443421,0.653826,51.910819,0.372135,9,0.425814
3,14,5.056282,0.476447,0.67693,40.428422,0.275129,7,0.357644
3,15,6.954929,0.16749,0.870808,85.781181,0.256639,7,0.21525
3,16,3.922105,0.346555,0.464158,76.805873,0.482062,0,0.269619
3,17,7.057672,0.640343,0.43879,68.977694,0.464428,0,0.374595
3,18,5.572892,0.311575,0.782399,68.85361,0.104095,8,0.300191
3,19,9.398426,0.295073,0.537696,73.891253,0.358382,8,0.380685
3,20,7.739366,0.232345,0.684917,40.838753,0.32666,1,0.221299
3,21,8.135393,0.429132,0.541519,89.199847,0.237788,5,0.394295
3,22,5.131191,0.464526,0.555116,57.863988,0.418472,0,0.251356
3,23,10.0,0.785041,0.57676,32.207448,0.25083,4,0.481346
3,24,4.018888,0.481248,0.733754,39.649939,0.351997,16,0.509401
3,25,5.767275,0.369963,0.749077,35.67553,0.298411,3,0.333433
3,26,6.13484,0.649098,0.458821,74.6672,0.313943,1,0.397616
3,27,9.258908,0.341926,0.359499,64.493031,0.19152,4,0.384561
3,28,2.68458,0.142685,0.726588,55.995421,0.024961,9,0.260816
3,29,4.918949,0.188772,0.786318,70.66516,0.520668,7,0.317681
3,30,6.151162,0.517833,0.750737,85.844683,0.229705,3,0.311959
3,31,8.308824,0.622955,0.567714,57.643028,0.313409,4,0.456738
3,32,1.454219,0.264363,0.513078,25.756002,0.185387,1,0.208429
3,33,9.034626,0.354069,0.471135,63.830393,0.387063,0,0.308364
3,34,7.785583,0.357697,0.754519,64.558905,0.352244,0,0.264165
3,35,6.05257,0.20434,0.381194,76.323972,0.246776,0,0.256335
3,36,9.068538,0.040111,0.39248,49.263896,0.428345,7,0.386854
3,37,3.958572,0.219201,0.720804,65.768745,0.336922,4,0.258601
3,38,6.883458,0.511817,0.781455,37.539374,0.056771,10,0.437987
3,39,4.227878,0.105026,0.661912,80.446803,0.462053,8,0.298695
3,40,4.515104,0.39363,0.594659,47.713242,0.487218,14,0.525196
3,41,4.452655,0.523732,0.753192,72.232864,0.407152,9,0.437955
3,42,7.962114,0.444423,0.344024,66.195122,0.226211,0,0.391326
3,43,10.0,0.601493,0.688283,87.508357,0.283148,6,0.421168
3,44,7.421611,0.401177,0.425235,63.927243,0.273951,14,0.555233
3,45,6.553018,0.430234,0.652655,61.375098,0.173484,5,0.325683
3,46,3.710405,0.470708,0.711256,34.732907,0.269647,10,0.429715
3,47,8.838333,0.397865,0.502503,46.558749,0.316468,7,0.464495
3,48,9.005369,0.371471,0.435103,59.420534,0.303706,4,0.377744
3,49,7.096955,0.31414,0.53914,70.027652,0.241662,7,0.382713
3,50,3.960221,0.317643,0.887962,45.240248,0.069858,0,0.15782
3,51,6.596886,0.373725,0.850209,19.826695,0.321611,13,0.402973
3,52,5.671569,0.275747,0.494178,59.300168,0.424969,15,0.492571
4,1,6.80925066316451,0.1062664076442293,0.9642751506117486,96.77500039018112,0.4574321951102242,2,0.1764001479732363
4,2,6.150632222537545,0.5881989502296274,0.4452077536036769,51.39879135010273,0.095455515575173,0,0.3247742054194929
4,3,3.852298046406499,0.1016956480116555,0.7340807574750101,95.53083419125468,0.3480148983374865,7,0.2420552009796575
4,4,3.2874728416276486,0.1771743530513632,0.5935304585431603,89.40688564472721,0.0683106657210144,5,0.2717492653059884
4,5,4.2354203609777965,0.176155106558696,0.8856166932871081,86.70793762754266,0.4335361592900518,12,0.3132920334026886
4,6,1.638468252999349,0.238070296328333,0.4304611186236382,92.0632004265462,0.0138083859368523,1,0.2517042476635447
4,7,1.845837458567821,0.3469680845977044,0.4215653642780452,62.59186126927221,0.2713223173537883,12,0.4833086263372348
4,8,3.252262244642776,0.0233008406576539,0.5819593088039337,67.59576990376588,0.1633256208980204,7,0.2414820719035593
4,9,7.9299419778874976,0.1294926164981059,0.7737342854914002,35.97432254956376,0.0258408605843038,3,0.1803324123073128
4,10,2.245177831760212,0.0796472533457818,0.9817221202684954,80.02165729259664,0.0205337583839378,7,0.1151013649849185
4,11,3.437490261358668,0.2633828524233816,0.4470738288053596,31.774552039082025,0.4813242073389625,6,0.4423062041551635
4,12,1.5237423595759925,0.5491282365758883,0.6654113378386627,46.785115141018224,0.0469366450406458,8,0.3783477306623959
4,13,7.854298,0.23804,1.0,67.508237,0.226421,7,0.356836
4,14,5.639709,0.104053,0.862162,61.145676,0.111469,9,0.259496
4,15,4.436115,0.234146,0.730474,79.787841,0.0,8,0.253886
4,16,1.0,0.221088,0.677874,53.287102,0.356031,1,0.177437
4,17,2.621508,0.22322,0.718455,45.838116,0.336265,6,0.222448
4,18,1.0,0.229401,0.614374,67.268422,0.196972,7,0.295973
4,19,1.515593,0.020233,0.432722,76.564332,0.432674,4,0.17231
4,20,1.0,0.081367,0.54425,60.042591,0.209297,5,0.241167
4,21,2.429963,0.076086,0.760103,33.333788,0.274311,6,0.208016
4,22,7.188552,0.119395,1.0,64.377523,0.0,6,0.16841
4,23,2.270793,0.303237,0.776076,54.977374,0.384986,10,0.380026
4,24,4.96327,0.477547,0.268745,62.186446,0.041615,6,0.395679
4,25,3.501473,0.571114,0.625046,79.523097,0.159145,6,0.371666
4,26,4.792854,0.441812,1.0,77.054872,0.311317,1,0.221797
4,27,5.826757,0.387819,0.70445,90.720778,0.293026,10,0.412453
4,28,3.103139,0.2922,0.050145,78.790806,0.0,0,0.295115
4,29,4.854231,0.021954,0.512105,102.192012,0.112528,15,0.380966
4,30,4.708186,0.523262,0.68767,45.969592,0.181836,6,0.327516
4,31,3.313015,0.097753,0.852867,70.538911,0.14979,5,0.185538
4,32,5.146949,0.051304,0.443495,95.892763,0.125803,0,0.192197
4,33,4.824474,0.0,0.708172,87.147511,0.271477,8,0.218244
4,34,4.546373,0.177039,0.559854,90.345509,0.476063,13,0.459259
4,35,3.620051,0.295244,0.820063,72.589981,0.226366,9,0.311939
4,36,2.318013,0.156864,0.792387,69.789749,0.265148,8,0.246919
4,37,5.43998,0.299956,0.40326,103.892361,0.109433,0,0.232807
4,38,1.704861,0.241034,0.603362,61.738032,0.3169,7,0.306862
4,39,4.711952,0.342757,0.221445,61.083937,0.0,6,0.373116
4,40,6.047933,0.445839,0.702611,57.863423,0.291988,4,0.333848
4,41,5.923108,0.131017,0.828154,85.768971,0.02536,10,0.297356
4,42,4.064871,0.094122,0.481473,56.979613,0.302623,2,0.23759
4,43,1.241021,0.194815,0.683219,127.653002,0.0,12,0.307725
4,44,4.714776,0.25297,0.752993,66.077459,0.471392,4,0.307314
4,45,2.496479,0.220756,0.43717,80.500022,0.46974,6,0.329532
4,46,1.508212,0.190266,0.328717,48.089372,0.244146,11,0.453715
4,47,2.617912,0.490511,0.711143,66.135211,0.282255,6,0.342147
4,48,2.992522,0.0,0.338955,85.196614,0.150918,4,0.227236
4,49,5.521278,0.264156,0.523775,98.774242,0.494563,8,0.418586
4,50,6.460741,0.435461,0.788261,83.895882,0.298376,2,0.307973
4,51,1.001318,0.0883,0.93183,89.62675,0.477567,5,0.15051
4,52,3.345369,0.250027,0.676834,96.57991,0.135259,7,0.258146
5,1,6.941776390459581,0.1679603381675657,0.9729191683979164,81.65278416870379,0.2771770262557003,5,0.1639869348180848
5,2,2.08148183025078,0.2051278000298409,0.4550794394880652,36.590989178799205,0.1557066546956471,13,0.4170789430554995
5,3,7.332920734420213,0.2845042974523951,0.4587004963906009,64.41311125817826,0.2367358853902828,0,0.3245108002279087
5,4,1.4325303177733035,0.5694874389548316,0.9320082323788286,48.26255363391998,0.0076522701451923,2,0.2345475337810601
5,5,5.528226327220789,0.5138939047129933,0.795216178971367,41.40540989570008,0.0352843737002149,6,0.3415644122945937
5,6,7.094515081446835,0.34402022500316,0.4771002119403461,86.78429237152021,0.4103197378719777,11,0.4904906402262882
5,7,4.474923740206968,0.5767143382943485,0.9432103851736382,43.70537943525075,0.0346806504375827,14,0.4012800412395869
5,8,6.564284959041036,0.2019325289332359,0.7934335812284453,56.977763467589554,0.3408068344863948,13,0.3615843145185017
5,9,8.330216343300421,0.1691128648640399,0.4708988965729938,78.77160157549054,0.314471423389942,12,0.4125574905735498
5,10,9.708224963682229,0.3287831299488524,0.6540825653848712,69.79641986249709,0.2879622876290423,2,0.2756949772636697
5,11,4.713559092202838,0.2232108514756699,0.8658477764451982,53.85624781771125,0.4653786628017823,4,0.2733604845053889
5,12,7.65917884402637,0.1429416914423876,0.626637331705777,67.40292314713943,0.2482805953415388,8,0.2774697685584839
5,13,7.095971,0.311137,0.55035,56.877893,0.207104,6,0.398151
5,14,5.746374,0.271705,0.274624,45.923799,0.195351,4,0.382094
5,15,5.582848,0.51633,0.716386,61.42102,0.221311,8,0.440979
5,16,1.0,0.0,0.592629,61.043338,0.337334,10,0.264201
5,17,8.494665,0.475103,0.741419,76.818322,0.275151,5,0.389983
5,18,6.260522,0.310855,1.0,20.024007,0.023363,2,0.173367
5,19,5.362318,0.070009,0.502199,46.478937,0.60059,16,0.464607
5,20,5.094311,0.12718,0.313359,58.85697,0.085901,7,0.285452
5,21,4.11453,0.334368,0.778687,67.747522,0.037841,12,0.33914
5,22,7.544901,0.308942,0.422153,55.540725,0.288962,11,0.462116
5,23,9.755656,0.471482,0.65125,73.282151,0.522591,17,0.579357
5,24,3.709824,0.547696,0.487238,38.79718,0.162116,10,0.449644
5,25,4.388527,0.203008,0.558018,46.16834,0.574404,9,0.406382
5,26,4.785677,0.280954,0.557769,16.682493,0.029273,0,0.153394
5,27,3.048689,0.522159,0.69467,82.274026,0.295757,11,0.409619
5,28,7.277062,0.426974,0.58578,70.111257,0.318876,5,0.352079
5,29,3.076309,0.324451,0.770667,47.615576,0.238498,10,0.356964
5,30,9.805092,0.5145,0.498898,88.813134,0.155445,13,0.547662
5,31,4.97487,0.022057,0.668659,34.856601,0.378624,15,0.366078
5,32,6.731136,0.194838,0.575174,73.687668,0.228797,16,0.453735
5,33,8.446197,0.326192,0.866577,53.361813,0.227156,7,0.311169
5,34,7.616772,0.414448,0.825202,86.373661,0.450429,6,0.377054
5,35,4.454839,0.314369,0.581053,87.756357,0.288714,6,0.362468
5,36,1.0,0.0,0.866589,61.807697,0.271844,1,0.081054
5,37,10.0,0.442217,0.738483,53.496643,0.175763,0,0.298427
5,38,8.06782,0.059106,0.568436,41.543724,0.090742,8,0.253688
5,39,7.499188,0.430988,0.652386,19.527589,0.086114,14,0.409123
5,40,5.133807,0.122263,0.868376,49.569075,0.29471,10,0.340535
5,41,5.489383,0.370673,0.39992,80.607727,0.121255,5,0.355691
5,42,2.144818,0.347162,0.901704,65.675457,0.0,7,0.259898
5,43,1.369868,0.139063,0.883101,65.295471,0.295904,17,0.3759
5,44,7.606459,0.743389,0.660017,47.526448,0.298261,10,0.518034
5,45,3.449468,0.679388,0.770633,48.617857,0.370973,7,0.409204
5,46,7.371308,0.104402,0.775908,92.62937,0.303979,6,0.257082
5,47,4.97932,0.270098,0.626462,76.047215,0.0,12,0.363165
5,48,6.91553,0.130726,0.975598,81.5265,0.377476,0,0.176176
5,49,6.984164,0.054372,0.69879,66.866749,0.31737,8,0.304649
5,50,9.612602,0.506367,0.117164,55.52008,0.210012,0,0.424375
5,51,9.05961,0.137179,0.772589,45.56415,0.134452,15,0.397511
5,52,7.125226,0.011916,1.0,70.828556,0.207353,10,0.214226
6,1,3.880446409275506,0.5373139370977202,0.6335210072404979,30.758635603620885,0.4526909882096318,11,0.5247253282773225
6,2,7.09092913981873,0.2895125697855855,0.695815394663083,35.829908783668174,0.0458520736292405,11,0.3307221271998252
6,3,3.957980908329244,0.403511073646223,0.851424717662608,85.4105330608094,0.3948090713972769,12,0.4238248769674726
6,4,7.352483354908251,0.5811911663844809,0.8128180061050234,88.58747119661618,0.4334343526554207,5,0.4370718088994276
6,5,1.756961255034977,0.420581478875472,0.4436578038185161,87.53020415032493,0.3531211135782481,4,0.3786135441884781
6,6,6.231748755041041,0.5178831131934023,0.92821598118305,46.56796355774552,0.4538468531742731,12,0.451554645241664
6,7,7.780403667330475,0.2257557513185494,0.4501004300192013,84.40028411492057,0.2792021248679025,10,0.3898287641904941
6,8,4.910066600394442,0.1522093043238832,0.6431212520688503,70.00311176435075,0.3704869304553341,7,0.2864841258315378
6,9,2.057736220993944,0.3895261812696381,0.8476269275592541,70.83581355680117,0.4810862742372709,14,0.4403726783237274
6,10,5.755331091674883,0.2618014989639335,0.8812655494160404,98.45304681279896,0.2780025193212923,14,0.3626763153395053
6,11,9.02028802328264,0.3166206654517799,0.9957788776715802,35.16575953147792,0.2769271422006604,3,0.1932216730798079
6,12,9.962482375264337,0.4181550335182888,0.6305210988275319,81.59704940901135,0.4576271708345532,9,0.4309072000994094
6,13,8.882312,0.33363,0.697763,56.012861,0.28487,12,0.457224
6,14,7.504674,0.375017,0.826847,57.777362,0.631194,3,0.363486
6,15,9.363455,0.264275,1.0,92.054387,0.476097,9,0.354333
6,16,5.269554,0.427452,0.986654,72.322532,0.244107,12,0.407106
6,17,7.512231,0.474063,0.685731,45.413922,0.249436,3,0.345284
6,18,5.596481,0.318397,0.20258,37.699119,0.494545,7,0.462012
6,19,2.203568,0.565087,0.708569,74.95755,0.64303,15,0.527217
6,20,4.273377,0.333425,0.826253,65.37817,0.307718,15,0.426438
6,21,10.0,0.388087,1.0,76.588082,0.475089,7,0.349331
6,22,7.006231,0.505978,0.741734,36.752101,0.188799,4,0.296689
6,23,6.097239,0.5239,0.732075,13.146335,0.332916,9,0.483241
6,24,2.031092,0.324872,1.0,78.833705,0.425841,10,0.320625
6,25,7.831345,0.269879,0.892509,34.653084,0.396889,10,0.355447
6,26,5.754192,0.294427,0.54162,59.358332,0.220379,11,0.385183
6,27,7.660997,0.221033,0.632575,52.790823,0.519722,11,0.426709
6,28,7.10749,0.099478,0.726726,116.338803,0.372733,10,0.356549
6,29,8.137602,0.113886,0.431728,73.024802,0.26833,14,0.449873
6,30,1.0,0.20967,0.239643,62.254197,0.333209,8,0.392529
6,31,8.923812,0.353798,0.350318,82.88836,0.424861,11,0.545765
6,32,2.789778,0.63994,0.561825,86.086007,0.148492,6,0.431681
6,33,5.13591,0.486461,0.777133,65.384616,0.524491,8,0.366105
6,34,3.728274,0.448548,0.805667,29.950084,0.267163,7,0.325779
6,35,2.241908,0.293661,0.603364,86.626706,0.456132,9,0.355973
6,36,6.176243,0.268948,0.528099,45.14171,0.278196,5,0.334445
6,37,7.707038,0.167771,0.739011,62.598091,0.398508,9,0.317505
6,38,2.536559,0.380035,0.919634,14.266673,0.399028,14,0.400299
6,39,7.241114,0.283852,0.713007,28.644882,0.067531,13,0.382027
6,40,4.630756,0.194119,0.480743,63.715295,0.266518,11,0.402423
6,41,6.645832,0.407502,1.0,42.054789,0.349654,14,0.464131
6,42,2.122905,0.335157,0.978904,80.241798,0.380486,9,0.289934
6,43,6.56114,0.343033,0.726826,69.833184,0.272865,11,0.481432
6,44,1.200929,0.418718,0.597681,81.921878,0.362161,12,0.454515
6,45,6.312498,0.524821,0.312597,106.473509,0.402643,13,0.546628
6,46,3.656821,0.395335,0.731423,74.788586,0.490069,3,0.32376
6,47,5.834567,0.349413,0.469739,80.119884,0.058934,12,0.401398
6,48,5.951821,0.360524,0.944965,63.598542,0.270885,7,0.339699
6,49,7.205022,0.325535,0.691937,29.947204,0.404296,3,0.330962
6,50,6.146907,0.689601,0.536503,65.440262,0.578027,14,0.599945
6,51,6.394376,0.376434,0.785231,50.995539,0.345417,3,0.297832
6,52,6.981093,0.34631,0.443836,91.885747,0.401344,7,0.413033
7,1,9.553703356689027,0.5341582703345498,0.6733940516714279,73.40928184610758,0.1386905914905663,11,0.4188292188727956
7,2,3.0645527113445468,0.1595627549785433,0.6162070571231609,48.19649039979839,0.2266204234144155,14,0.4155688339553007
7,3,5.824867297097083,0.1857165697717966,0.8882770118241692,77.93118207877154,0.0813084696724456,13,0.3162202730240214
7,4,9.272588966520036,0.0496490520211836,0.9259968915554756,68.6111510780849,0.0824171305685004,7,0.1110883985570952
7,5,4.388170301902447,0.4863319984690997,0.9923656775889668,40.52918237724697,0.2970653576760675,14,0.4412751557089808
7,6,6.121733222491729,0.0381070977540008,0.4220931205815948,39.36964831604432,0.0068359824134986,6,0.231681187983805
7,7,8.782501386295479,0.4877406054780465,0.9998306039716784,99.76457859517338,0.2777158528013137,4,0.2981111124797035
7,8,4.400654943482078,0.1446508993977791,0.523027197103915,47.60097076582589,0.1373658985129544,3,0.2536013245005968
7,9,3.0577852495311646,0.403020410643514,0.7708769442747375,55.071390262298834,0.0567787960998145,9,0.2601302826037773
7,10,8.48234341056251,0.1846663438626296,0.8898314411278374,97.7581635807876,0.0442041116828232,10,0.2289842545008687
7,11,4.631345795911574,0.0804091370703844,0.4172696057880034,82.85960789715332,0.3101547756767323,1,0.2532523559552436
7,12,6.472790645876967,0.3819865929733695,0.7328893651253354,36.37014637359312,0.3631985163251141,8,0.3807707907770231
7,13,2.623795,0.072284,0.624949,91.666947,0.091223,11,0.276476
7,14,6.757186,0.235265,0.920659,51.891601,0.0,2,0.16443
7,15,3.218551,0.336962,0.640049,117.522835,0.0,9,0.298127
7,16,5.004781,0.287406,0.250287,69.298354,0.398563,6,0.409793
7,17,8.593802,0.231106,0.615906,12.619463,0.246016,8,0.34399
7,18,6.470336,0.153724,0.626916,77.632821,0.006739,13,0.335768
7,19,4.604589,0.615856,0.973959,66.157753,0.054833,6,0.321585
7,20,6.259784,0.24458,0.731209,59.120066,0.0,6,0.292328
7,21,2.93661,0.226386,0.565856,66.467848,0.12155,15,0.423151
7,22,3.070239,0.385084,0.575309,50.939983,0.206466,6,0.352068
7,23,4.340295,0.147222,0.6001,51.19619,0.301406,11,0.400524
7,24,10.0,0.071306,0.752431,37.423019,0.074529,6,0.237043
